 
;キャラクター番号(NO)
番号,107
 
;名前(NAME), 呼び名(CALLNAME)
名前,시온
呼び名,시온

;基礎(BASE)
基礎,체력,1600
基礎,기력,2100

;素質(TALENT)
素質,처녀,
素質,프라이드높음,
素質,무관심,
素質,감정결여,
素質,냄새둔감,
素質,수동적,
素質,까다로움,
素質,Ｃ민감,
素質,Ｂ민감,
素質,빈유,
素質,각선미,

;能力(ABL)
能力,순종,0
能力,욕망,0
能力,기교,0
能力,Ｃ감각,1
能力,Ｖ감각,0
能力,Ａ감각,0
能力,Ｂ감각,1
能力,봉사정신,0
能力,노출증,0
能力,레즈끼,0
能力,ＢＬ끼,0
能力,마조끼,0
能力,자위중독,0
能力,정액중독,0
能力,레즈중독,0
能力,고통중독,0
能力,구속중독,0
能力,회화,0
能力,애무,0
能力,도구,0
能力,성교,0
能力,수치,0
能力,봉사,0
能力,가학,0
能力,이상,0
能力,사역,0

;경험(EXP)
経験,Ｃ경험,15
経験,Ｂ경험,15
経験,성지식,25
経験,자위경험,30

;相性(RELATION)
相性,106,200,  ;조온

;装着物(EQUIP)
装着物,악세서리,0,     ;1,장갑、2,소매、3,우의
装着物,신발안,0,           ;1,양말、2,니삭스、3,가터벨트、4,버선
装着物,하반신속옷,2,     ;1,드로와즈、2,팬티、3,트렁크、4,팬티ストッキング、5,褌
装着物,상반신속옷,1,     ;1,브래지어、2,キャミソール、3,붕대、4,Ｔ셔츠
装着物,하반신겉옷,1,     ;1,스커트、2,치마바지、3,바지、4,袴
装着物,상반신겉옷,1,     ;1,겉옷
装着物,전신겉옷,0,       ;1,기모노、2,도사복、3,원피스

;キャラ情報(CSTR)
CSTR,두명,最凶最悪の双子の姉
CSTR,등장명,依神 시온
CSTR,로마자,Yorigami Shion
CSTR,곡１,今宵は飄逸なエゴイスト(Live ver) ～ Egoistic Flowers.
CSTR,곡２,마이い散る憑依華吹雪

;호칭목록(CSTR)
CSTR,기본경칭,
CSTR,호칭목록,당신_お前

