 
;キャラクター番号(NO)
番号,67
 
;名前(NAME), 呼び名(CALLNAME)
名前,一輪
呼び名,一輪
 
;基礎(BASE)
基礎,체력,2000
基礎,기력,1200
 
;素質(TALENT)
素質,처녀,
素質,굳셈,
素質,프라이드높음,
素質,자제심,
素質,무관심,
素質,일선을넘지않음,
素質,정조관념,
素質,억압,
素質,습득빠름,
素質,냄새민감,
素質,헌신적,
素質,쾌감을부정,
素質,신중함,
 
;能力(ABL)
能力,순종,1
能力,욕망,0
能力,기교,1
能力,Ｃ감각,0
能力,Ｖ감각,0
能力,Ａ감각,0
能力,Ｂ감각,0
能力,봉사정신,1
能力,노출증,0
能力,레즈끼,0
能力,ＢＬ끼,0
能力,마조끼,0
能力,자위중독,0
能力,정액중독,0
能力,레즈중독,0
能力,고통중독,0
能力,구속중독,0
能力,회화,0
能力,애무,0
能力,도구,0
能力,성교,0
能力,수치,0
能力,봉사,0
能力,가학,0
能力,이상,0
能力,사역,2
 
;경험(EXP)
経験,성지식,15
 
;相性(RELATION)
相性,65,110,   ;ナズーリン
相性,68,120,   ;미나미츠
相性,69,120,   ;星
相性,70,150,   ;白蓮
 
;装着物(EQUIP)
装着物,악세서리,0,     ;1,장갑、2,소매、3,우의
装着物,신발안,1,           ;1,양말、2,니삭스、3,가터벨트、4,버선
装着物,하반신속옷,2,     ;1,드로와즈、2,팬티、3,트렁크、4,팬티ストッキング、5,褌
装着物,상반신속옷,1,     ;1,브래지어、2,キャミソール、3,붕대、4,Ｔ셔츠
装着物,하반신겉옷,1,     ;1,스커트、2,치마바지、3,바지、4,袴
装着物,상반신겉옷,1,     ;1,겉옷
装着物,전신겉옷,0,       ;1,기모노、2,도사복、3,원피스
 
;キャラ情報(CSTR)
CSTR,두명,圧倒する妖怪行者
CSTR,등장명,雲井 一輪
CSTR,로마자,Kumoi Ichirin
CSTR,곡１,時代親父とハイカラ少女
CSTR,곡２,スカイルーイン
 
;호칭목록(CSTR)
CSTR,기본경칭,基本_呼び名さん
CSTR,호칭목록,당신_貴方/白蓮_姐さん
 
